date,home_team,away_team,home_score,away_score,margin,neutral_site,closing_spread
2022-02-16,Fresno St.,UNLV,57,60,-3,,-6.4
2022-02-16,Gardner Webb,Winthrop,70,81,-11,,-7.8
2022-02-16,Hampton,North Carolina A&T,93,82,11,,3.0
2022-02-16,Hartford,Maine,75,65,10,,-12.0
2022-02-16,Holy Cross,Boston University,65,78,-13,,7.6
2022-02-16,LSU,Georgia,84,65,19,,-16.2
2022-02-16,Lafayette,Loyola MD,77,68,9,,-0.7
2022-02-16,Lipscomb,Jacksonville St.,67,78,-11,,1.8
2022-02-16,Louisville,Miami FL,63,70,-7,,1.8
2022-02-16,Marquette,Georgetown,77,66,11,,-16.8
2022-02-16,Mercer,East Tennessee St.,65,56,9,,-3.7
2022-02-16,NJIT,UMass Lowell,59,55,4,,1.8
2022-02-16,New Hampshire,Vermont,50,71,-21,,6.6
2022-02-16,New Mexico St.,Dixie St.,75,64,11,,-14.9
2022-02-16,North Carolina,Pittsburgh,67,76,-9,,-15.0
2022-02-16,Northwestern,Purdue,64,70,-6,,4.5
2022-02-16,Notre Dame,Boston College,99,95,4,,-11.4
2022-02-16,Pepperdine,Gonzaga,66,86,-20,,28.5
2022-02-16,Radford,Campbell,71,67,4,,3.4
2022-02-16,Rutgers,Illinois,70,59,11,,5.2
2022-02-16,Saint Joseph's,George Mason,70,75,-5,,-1.5
2022-02-16,Saint Louis,La Salle,90,64,26,,-16.3
2022-02-16,St. Bonaventure,Massachusetts,83,71,12,,-11.6
2022-02-16,Stephen F. Austin,Chicago St.,88,71,17,,-17.8
2022-02-16,Stetson,Jacksonville,45,67,-22,,2.2
2022-02-16,Tarleton St.,Utah Valley,56,69,-13,,1.0
2022-02-16,Temple,SMU,64,57,7,,2.5
2022-02-16,Tennessee Martin,Morehead St.,60,68,-8,,7.7
2022-02-16,Texas Tech,Baylor,83,73,10,,-1.7
2022-02-16,The Citadel,Wofford,58,65,-7,,4.5
2022-02-16,UMBC,Stony Brook,95,84,11,,-3.2
2022-02-16,USC Upstate,Presbyterian,60,55,5,,-5.4
2022-02-16,UT Rio Grande Valley,Seattle,62,102,-40,,6.0
2022-02-16,Valparaiso,Loyola Chicago,69,71,-2,,8.5
2022-02-16,Western Carolina,Furman,85,103,-18,,11.5
2022-02-16,Xavier,St. John's,73,86,-13,,-8.5
2022-02-17,Akron,Northern Illinois,63,66,-3,,-10.3
2022-02-17,Appalachian St.,Troy,61,67,-6,,-3.6
2022-02-17,Arizona,Oregon St.,83,69,14,,-27.1
2022-02-17,Arizona St.,Oregon,81,57,24,,3.8
2022-02-17,Belmont,Eastern Illinois,81,57,24,,-26.3
2022-02-17,BrooklynSt. Francis PA,LIU,63,81,-18,,1.3
2022-02-17,Bryant,Central Connecticut,75,61,14,,-17.6
2022-02-17,Cal St. Northridge,Long Beach St.,59,72,-13,,5.7
2022-02-17,California,Colorado,62,70,-8,,-1.4
2022-02-17,Charleston,James MadisonCollege of,63,71,-8,,-7.8
2022-02-17,Chattanooga,UNC Greensboro,70,73,-3,,-9.2
2022-02-17,Cincinnati,Wichita St.,85,76,9,,-2.0
2022-02-17,Coastal Carolina,South Alabama,68,71,-3,,-1.7
2022-02-17,DePaul,Creighton,59,71,-12,,-0.8
2022-02-17,Eastern Michigan,Buffalo,69,83,-14,,5.1
2022-02-17,Eastern Washington,Montana St.,88,86,2,,1.0
2022-02-17,Elon,Delaware,62,71,-9,,4.5
2022-02-17,FIU,Middle Tennessee,65,71,-6,,5.4
2022-02-17,Florida Atlantic,North Texas,51,54,-3,,2.9
2022-02-17,Georgia St.,Georgia Southern,79,63,16,,-7.3
2022-02-17,High Point,Longwood,71,78,-7,,0.5
2022-02-17,Houston,UCF,70,52,18,,-16.4
2022-02-17,Idaho,Montana,82,76,6,,4.4
2022-02-17,Idaho St.,Northern Colorado,61,58,3,,7.5
2022-02-17,Incarnate Word,Northwestern St.,64,88,-24,,0.8
2022-02-17,Iowa,Michigan,79,84,-5,,-5.1
2022-02-17,Louisiana Monroe,Louisiana Lafayette,77,78,-1,,
2022-02-17,Louisiana Tech,UTEP,60,63,-3,,-9.4
2022-02-17,Loyola Marymount,Santa Clara,80,84,-4,,4.9
2022-02-17,Marshall,Old Dominion,67,63,4,,-0.4
2022-02-17,Merrimack,Fairleigh Dickinson,64,44,20,,-8.0
2022-02-17,Mount St. Mary's,St. Francis NY,55,64,-9,,-6.1
2022-02-17,Murray St.,Austin Peay,91,56,35,,-17.3
2022-02-17,Nebraska Omaha,Denver,72,69,3,,1.5
2022-02-17,New Mexico,Colorado St.,68,83,-15,,4.6
2022-02-17,Nicholls St.,McNeese St.,82,73,9,,-9.0
2022-02-17,North Dakota,UMKC,65,80,-15,,4.4
2022-02-17,North Dakota St.,Oral Roberts,77,59,18,,-2.3
2022-02-17,Penn St.,Minnesota,67,46,21,,-4.5
2022-02-17,Portland,San Diego,92,60,32,,-3.2
2022-02-17,Portland St.,Northern Arizona,68,67,1,,-6.6
2022-02-17,Robert Morris,IUPUI,56,66,-10,,-16.5
2022-02-17,Sacred Heart,Wagner,67,76,-9,,10.6
2022-02-17,Saint Mary's,San Francisco,69,64,5,,-3.4
2022-02-17,Sam Houston St.,Abilene Christian,75,71,4,,-4.4
2022-02-17,Samford,VMI,100,99,1,,-1.8
2022-02-17,San Jose St.,Nevada,60,90,-30,,4.7
2022-02-17,South Dakota,St. Thomas,81,60,21,,-7.3
2022-02-17,South Dakota St.,Western Illinois,91,66,25,,-15.3
2022-02-17,South Florida,East Carolina,57,65,-8,,-1.2
2022-02-17,Southern Miss,UTSA,79,98,-19,,-4.1
2022-02-17,Stanford,Utah,56,60,-4,,-3.7
2022-02-17,Tennessee St.,SIU Edwardsville,81,65,16,,-3.0
2022-02-17,Tennessee Tech,Southeast Missouri St.,98,94,4,,-5.4
2022-02-17,Texas A&M Corpus Chris,Southeastern Louisiana,74,83,-9,,-4.2
2022-02-17,Texas St.,Arkansas St.,84,67,17,,-5.6
2022-02-17,UAB,Rice,92,68,24,,-14.5
2022-02-17,UC Riverside,Cal St. Bakersfield,79,69,10,,-9.8
2022-02-17,UC San Diego,Hawaii,53,65,-12,,3.7
2022-02-17,UC Santa Barbara,Cal St. Fullerton,58,67,-9,,-6.1
2022-02-17,UCLA,Washington St.,76,56,20,,-6.9
2022-02-17,UNC Wilmington,Towson,55,79,-24,,3.5
2022-02-17,USC,Washington,79,69,10,,-10.0
2022-02-17,UT Arlington,Little Rock,85,70,15,,-10.0
2022-02-17,Weber St.,Sacramento St.,65,50,15,,-13.6
2022-02-17,Western Kentucky,Charlotte,77,67,10,,-8.1
2022-02-17,William & Mary,Drexel,57,72,-15,,8.6
2022-02-17,Youngstown St.,Illinois Chicago,88,79,9,,-7.5
2022-02-18,Brown,Princeton,50,69,-19,,-0.0
2022-02-18,Dartmouth,Cornell,71,59,12,,2.3
2022-02-18,Detroit Mercy,Northern KentuckyDetroit,60,52,8,,-2.7
2022-02-18,Fairfield,Saint Peter's,59,70,-11,,-1.1
2022-02-18,Harvard,Columbia,62,54,8,,-16.7
2022-02-18,Kent St.,Ohio,75,52,23,,-0.1
2022-02-18,Milwaukee,Cleveland St.,61,78,-17,,6.7
2022-02-18,Mississippi St.,Missouri,68,49,19,,-11.0
2022-02-18,Monmouth,Rider,60,58,2,,-8.5
2022-02-18,Nebraska,Maryland,74,90,-16,,1.0
2022-02-18,Oakland,Wright St.,74,78,-4,,-7.3
2022-02-18,Purdue Fort Wayne,Fort WayneGreen Bay,55,74,-19,,-4.4
2022-02-18,Siena,Marist,53,62,-9,,-0.1
2022-02-18,St. John's,Butler,91,57,34,,-8.4
2022-02-18,VCU,Richmond,77,57,20,,-6.1
2022-02-18,Yale,Penn,81,72,9,,-6.3
2022-02-19,Albany,New Hampshire,70,65,5,,-3.0
2022-02-19,Alcorn St.,Jackson St.,61,60,1,,-4.9
2022-02-19,American,Army,83,67,16,,2.7
2022-02-19,Appalachian St.,South Alabama,69,51,18,,-1.4
2022-02-19,Arizona,Oregon,84,81,3,,-13.6
2022-02-19,Arizona St.,Oregon St.,73,53,20,,-9.3
2022-02-19,Arkansas,Tennessee,58,48,10,,-0.9
2022-02-19,Arkansas Pine Bluff,Prairie View A&M,84,92,-8,,6.2
2022-02-19,Austin Peay,Tennessee Tech,69,73,-4,,-1.6
2022-02-19,Baylor,TCU,72,62,10,,-11.2
2022-02-19,Belmont,SIU Edwardsville,73,62,11,,-18.2
2022-02-19,Bethune Cookman,Alabama A&M,60,62,-2,,-4.6
2022-02-19,Boise St.,Utah St.,68,57,11,,-5.4
2022-02-19,Bowling Green,Ball St.,82,91,-9,,-3.3
2022-02-19,Bradley,Illinois St.,72,64,8,,-11.0
2022-02-19,Brown,Penn,88,89,-1,,-2.4
2022-02-19,Bryant,Fairleigh Dickinson,105,93,12,,-17.6
2022-02-19,Bucknell,Lafayette,92,89,3,,-2.0
2022-02-19,Buffalo,Western Michigan,87,73,14,,-16.9
2022-02-19,Cal St. Northridge,Cal St. Fullerton,73,81,-8,,5.0
2022-02-19,California,Utah,58,60,-2,,-2.1
2022-02-19,Campbell,North Carolina A&T,64,63,1,,-8.1
2022-02-19,Canisius,Niagara,54,65,-11,,-0.8
2022-02-19,Central Arkansas,Eastern Kentucky,83,76,7,,-1.6
2022-02-19,Charleston Southern,USC Upstate,73,78,-5,,5.6
2022-02-19,Chattanooga,VMI,75,80,-5,,-9.4
2022-02-19,Chicago St.,Tarleton St.,60,79,-19,,5.6
2022-02-19,Coastal Carolina,Troy,73,63,10,,-3.4
2022-02-19,Colgate,Boston University,72,53,19,,-7.6
2022-02-19,College of Charleston,Towson,77,80,-3,,3.0
2022-02-19,Connecticut,Xavier,72,61,11,,-5.0
2022-02-19,Coppin St.,Norfolk St.,59,89,-30,,1.8
2022-02-19,Dartmouth,Columbia,79,50,29,,-11.5
2022-02-19,Davidson,Saint Louis,79,58,21,,-1.0
2022-02-19,Dixie St.,Utah Valley,80,75,5,,6.4
2022-02-19,Duke,Florida St.,88,70,18,,-15.2
2022-02-19,Eastern Michigan,Akron,48,67,-19,,1.1
2022-02-19,Elon,Drexel,60,71,-11,,4.0
2022-02-19,Evansville,Valparaiso,56,72,-16,,2.3
2022-02-19,FIU,Rice,80,78,2,,-0.8
2022-02-19,Florida,Auburn,63,62,1,,3.7
2022-02-19,Florida A&M,Alabama St.,86,83,3,,-5.2
2022-02-19,Florida Atlantic,Middle Tennessee,79,87,-8,,-3.0
2022-02-19,Fresno St.,San Diego St.,44,61,-17,,-2.2
2022-02-19,Furman,Wofford,70,69,1,,-7.8
2022-02-19,George Washington,Rhode Island,72,61,11,,2.4
2022-02-19,Georgia,Mississippi,68,85,-17,,2.9
2022-02-19,Georgia Southern,Georgia St.,49,58,-9,,1.7
2022-02-19,Gonzaga,Santa Clara,81,69,12,,-23.6
2022-02-19,Grand Canyon,New Mexico St.,66,82,-16,,-4.5
2022-02-19,Harvard,Cornell,77,72,5,,-2.8
2022-02-19,Hofstra,Northeastern,76,73,3,,-15.1
2022-02-19,Howard,Morgan St.,68,66,2,,-9.8
2022-02-19,Idaho,Eastern Washington,83,80,3,,4.5
2022-02-19,Idaho St.,Sacramento St.,75,80,-5,,-2.9
2022-02-19,Incarnate Word,Southeastern Louisiana,92,84,8,,7.7
2022-02-19,Indiana St.,Southern Illinois,72,76,-4,,-0.0
2022-02-19,Iowa St.,Oklahoma,75,54,21,,-2.4
2022-02-19,Jacksonville,Kennesaw St.,59,56,3,,-5.7
2022-02-19,Kentucky,Alabama,90,81,9,,-11.3
2022-02-19,Lamar,Stephen F. Austin,56,70,-14,,10.7
2022-02-19,Liberty,Stetson,88,82,6,,-16.9
2022-02-19,Longwood,Hampton,76,72,4,,-15.2
2022-02-19,Louisiana Lafayette,Louisiana Monroe,79,74,5,,
2022-02-19,Louisiana Tech,UTSA,95,71,24,,-18.4
2022-02-19,Louisville,Clemson,70,61,9,,0.1
2022-02-19,Loyola Chicago,Drake,76,83,-7,,-7.5
2022-02-19,Marshall,Charlotte,84,99,-15,,-0.8
2022-02-19,Massachusetts,La Salle,80,74,6,,-6.2
2022-02-19,Merrimack,Sacred Heart,80,79,1,,-6.2
2022-02-19,Miami FL,Virginia,71,74,-3,,-3.7
2022-02-19,Michigan St.,Illinois,74,79,-5,,-0.7
2022-02-19,Minnesota,Northwestern,77,60,17,,1.4
2022-02-19,Mississippi Valley St.,Texas Southern,59,79,-20,,10.4
2022-02-19,Morehead St.,Southeast Missouri St.,84,92,-8,,-12.9
2022-02-19,Mount St. Mary's,LIU Brooklyn,61,66,-5,,-2.1
2022-02-19,Navy,Holy Cross,50,55,-5,,-16.3
2022-02-19,New Orleans,McNeese St.,88,75,13,,-6.6
2022-02-19,Nicholls St.,Houston Baptist,84,70,14,,-13.8
2022-02-19,North Alabama,Lipscomb,72,75,-3,,-1.7
2022-02-19,North Carolina Central,Delaware St.,84,79,5,,-14.7
2022-02-19,North Dakota,Oral Roberts,73,87,-14,,9.2
2022-02-19,North Dakota St.,UMKC,71,85,-14,,-6.2
2022-02-19,North Florida,Florida Gulf Coast,70,64,6,,-1.0
2022-02-19,Northern Illinois,Miami OH,75,78,-3,,-1.1
2022-02-19,Ohio St.,Iowa,62,75,-13,,-4.2
2022-02-19,Oklahoma St.,Kansas St.,82,79,3,,-4.8
2022-02-19,Pacific,Loyola Marymount,69,68,1,,0.3
2022-02-19,Pittsburgh,Georgia Tech,62,68,-6,,-2.8
2022-02-19,Portland,Pepperdine,77,74,3,,-9.8
2022-02-19,Presbyterian,Gardner Webb,68,76,-8,,3.7
2022-02-19,Radford,High Point,66,64,2,,0.1
2022-02-19,Robert Morris,Illinois Chicago,88,96,-8,,-1.7
2022-02-19,Saint Francis,St. Francis NYSt. Francis PA,72,80,-8,,-1.4
2022-02-19,Saint Joseph's,Dayton,62,74,-12,,4.5
2022-02-19,Saint Mary's,BYU,69,64,5,,-8.3
2022-02-19,Samford,UNC Greensboro,55,49,6,,-2.1
2022-02-19,Seattle,Cal Baptist,67,64,3,,-9.2
2022-02-19,Seton Hall,DePaul,66,64,2,,-9.7
2022-02-19,South Carolina,LSU,77,75,2,,4.3
2022-02-19,South Carolina St.,Maryland Eastern Shore,70,63,7,,-2.7
2022-02-19,South Dakota,Western Illinois,78,65,13,,-5.2
2022-02-19,South Dakota St.,St. Thomas,79,60,19,,-20.5
2022-02-19,South Florida,Tulsa,57,65,-8,,0.5
2022-02-19,Southern,Grambling St.,57,61,-4,,-12.0
2022-02-19,Southern Miss,UTEP,70,84,-14,,5.6
2022-02-19,Southern Utah,Montana St.,71,76,-5,,-0.5
2022-02-19,St. Bonaventure,Duquesne,81,55,26,,-13.6
2022-02-19,Stanford,Colorado,53,70,-17,,-2.5
2022-02-19,Stony Brook,Hartford,88,82,6,,-6.8
2022-02-19,Syracuse,Boston College,76,56,20,,-11.7
2022-02-19,Tennessee Martin,Murray St.,60,62,-2,,13.8
2022-02-19,Tennessee St.,Eastern Illinois,63,49,14,,-12.9
2022-02-19,Texas,Texas Tech,55,61,-6,,-2.0
2022-02-19,Texas A&M Corpus Chris,Northwestern St.,83,76,7,,-9.1
2022-02-19,Texas St.,Little Rock,68,50,18,,-15.0
2022-02-19,The Citadel,East Tennessee St.,67,77,-10,,2.1
2022-02-19,Toledo,Central Michigan,68,66,2,,-23.1
2022-02-19,UAB,North Texas,57,58,-1,,-1.8
2022-02-19,UC Davis,Cal St. Bakersfield,81,79,2,,-10.0
2022-02-19,UC Irvine,Hawaii,77,52,25,,-2.5
2022-02-19,UC Riverside,Cal Poly,78,58,20,,-9.5
2022-02-19,UC Santa Barbara,Long Beach St.,84,71,13,,-4.5
2022-02-19,UCLA,Washington,76,50,26,,-16.9
2022-02-19,UMass Lowell,Binghamton,64,78,-14,,-5.7
2022-02-19,UNC Asheville,Winthrop,79,84,-5,,-2.4
2022-02-19,UNC Wilmington,James Madison,78,77,1,,-4.2
2022-02-19,UNLV,Colorado St.,72,51,21,,-0.6
2022-02-19,UT Arlington,Arkansas St.,49,58,-9,,-2.7
2022-02-19,UT Rio Grande Valley,Sam Houston St.,61,67,-6,,6.5
2022-02-19,Vanderbilt,Texas A&M,72,67,5,,-3.6
2022-02-19,Vermont,UMBC,86,59,27,,-14.7
2022-02-19,Villanova,Georgetown,74,66,8,,-21.9
2022-02-19,Virginia Tech,North Carolina,57,65,-8,,-6.1
2022-02-19,Wagner,Central Connecticut,78,68,10,,-19.2
2022-02-19,Wake Forest,Notre Dame,79,74,5,,-5.7
2022-02-19,Weber St.,Northern Colorado,79,83,-4,,-5.3
2022-02-19,West Virginia,Kansas,58,71,-13,,4.8
2022-02-19,Western Carolina,Mercer,69,65,4,,5.0
2022-02-19,Western Kentucky,Old Dominion,73,64,9,,-7.8
2022-02-19,William & Mary,Delaware,69,73,-4,,9.7
2022-02-19,Wyoming,Air Force,75,67,8,,-14.5
2022-02-19,Yale,Princeton,75,81,-6,,-2.2
2022-02-19,Youngstown St.,IUPUI,74,61,13,,-19.0
2022-02-20,Bellarmine,Jacksonville St.,67,82,-15,,-4.0
2022-02-20,Butler,Providence,70,71,-1,,4.0
2022-02-20,Cincinnati,Temple,71,75,-4,,-7.1
2022-02-20,Creighton,Marquette,83,82,1,,-0.9
2022-02-20,Detroit Mercy,Wright St.Detroit,80,75,5,,-2.3
2022-02-20,Fordham,George Mason,50,47,3,,1.1
2022-02-20,Green Bay,Cleveland St.,67,79,-12,,8.4
2022-02-20,Hartford,Stony Brook,74,70,4,,-1.0
2022-02-20,Iona,Fairfield,76,58,18,,-11.8
2022-02-20,Loyola MD,Lehigh,69,42,27,,-4.8
2022-02-20,Maine,NJIT,65,61,4,,0.4
2022-02-20,Manhattan,Rider,84,78,6,,-3.3
2022-02-20,Marist,Quinnipiac,67,66,1,,-8.0
2022-02-20,Missouri,Mississippi St.,56,58,-2,,4.5
2022-02-20,Northern Iowa,Missouri St.,95,75,20,,-0.0
2022-02-20,Oakland,Northern Kentucky,66,71,-5,,-7.1
2022-02-20,Purdue,Rutgers,84,72,12,,-12.9
2022-02-20,Purdue Fort Wayne,Fort WayneMilwaukee,71,81,-10,,-4.3
2022-02-20,SMU,Memphis,73,57,16,,-1.6
2022-02-20,San Jose St.,New Mexico,71,55,16,,5.7
2022-02-20,Siena,Saint Peter's,84,70,14,,1.5
2022-02-20,UCF,East Carolina,69,66,3,,-9.9
2022-02-20,USC,Washington St.,62,60,2,,-2.3
2022-02-20,Wichita St.,Houston,74,76,-2,,7.9
2022-02-20,Wisconsin,Michigan,77,63,14,,-3.3
2022-02-21,Arkansas Pine Bluff,Texas Southern,68,70,-2,,9.5
2022-02-21,Bethune Cookman,Alabama St.,78,89,-11,,-2.1
2022-02-21,Boston College,Florida St.,71,55,16,,1.1
2022-02-21,Central Arkansas,Liberty,66,85,-19,,9.1
2022-02-21,Colgate,American,63,49,14,,-17.1
2022-02-21,Drake,Indiana St.,74,58,16,,-10.4
2022-02-21,Florida A&M,Alabama A&M,63,71,-8,,-7.2
2022-02-21,Howard,Coppin St.,82,86,-4,,-10.7
2022-02-21,Illinois St.,Loyola Chicago,50,59,-9,,5.7
2022-02-21,Lafayette,Holy Cross,84,61,23,,-7.6
2022-02-21,Maryland,Penn St.,67,61,6,,-2.9
2022-02-21,Middle Tennessee,UTEP,77,59,18,,-8.2
2022-02-21,Mississippi Valley St.,Prairie View A&M,64,69,-5,,6.7
2022-02-21,Morgan St.,Norfolk St.,85,74,11,,5.6
2022-02-21,North Carolina,Louisville,70,63,7,,-11.2
2022-02-21,North Carolina Central,Maryland Eastern Shore,66,79,-13,,-5.1
2022-02-21,Northern Arizona,Southern Utah,48,79,-31,,4.0
2022-02-21,Northern Colorado,Idaho St.,77,70,7,,-13.6
2022-02-21,Ohio St.,Indiana,80,69,11,,-3.4
2022-02-21,Oklahoma St.,Baylor,64,66,-2,,3.9
2022-02-21,Pacific,San Francisco,71,104,-33,,12.5
2022-02-21,SIU Edwardsville,Eastern Illinois,66,52,14,,-12.0
2022-02-21,Samford,The Citadel,76,74,2,,-8.8
2022-02-21,Seattle,New Mexico St.,55,68,-13,,-1.6
2022-02-21,South Carolina St.,Delaware St.,79,74,5,,-11.3
2022-02-21,Southern Miss,Marshall,60,74,-14,,1.7
2022-02-21,Syracuse,Georgia Tech,74,73,1,,-11.8
2022-02-21,TCU,West Virginia,77,67,10,,-4.1
2022-02-21,UCLA,Arizona St.,66,52,14,,-14.6
2022-02-21,Valparaiso,Evansville,74,69,5,,-9.8
2022-02-22,Air Force,Fresno St.,40,65,-25,,7.1
2022-02-22,Akron,Bowling Green,82,68,14,,-8.5
2022-02-22,Boise St.,San Diego St.,58,57,1,,-2.5
2022-02-22,Cal Poly,Cal St. Bakersfield,60,61,-1,,-2.6
2022-02-22,Charleston Northeastern,College of,72,83,-11,,
2022-02-22,Connecticut,Villanova,71,69,2,,0.5
2022-02-22,Dartmouth,Yale,61,66,-5,,1.9
2022-02-22,Eastern Michigan,Northern Illinois,74,72,2,,-5.1
2022-02-22,Florida,Arkansas,74,82,-8,,-0.3
2022-02-22,George Washington,Richmond,71,84,-13,,3.5
2022-02-22,Iowa,Michigan St.,86,60,26,,-6.4
2022-02-22,Kansas,Kansas St.,102,83,19,,-12.7
2022-02-22,Kent St.,Ball St.,93,82,11,,-10.0
2022-02-22,Miami OH,Buffalo,84,86,-2,,4.9
2022-02-22,Missouri,Tennessee,61,80,-19,,8.7
2022-02-22,Monmouth,Siena,71,59,12,,-6.7
2022-02-22,Nevada,UNLV,54,62,-8,,1.1
2022-02-22,North Dakota,St. Thomas,74,84,-10,,1.4
2022-02-22,Northwestern,Nebraska,77,65,12,,-11.0
2022-02-22,Ohio,Central Michigan,76,50,26,,-18.2
2022-02-22,Pittsburgh,Miami FL,64,85,-21,,4.4
2022-02-22,Saint Louis,Saint Joseph's,72,61,11,,-10.8
2022-02-22,St. Bonaventure,Rhode Island,73,55,18,,-6.3
2022-02-22,Texas A&M,Georgia,91,77,14,,-11.6
2022-02-22,Texas Tech,Oklahoma,66,42,24,,-8.6
2022-02-22,Utah St.,New Mexico,81,56,25,,-12.6
2022-02-22,Vanderbilt,Alabama,72,74,-2,,0.9
2022-02-22,Western Michigan,Toledo,50,92,-42,,11.5
2022-02-23,Arkansas St.,Coastal Carolina,69,74,-5,,-2.1
2022-02-23,Army,Bucknell,73,60,13,,-7.2
2022-02-23,Auburn,Mississippi,77,64,13,,-13.6
2022-02-23,Bellarmine,Lipscomb,76,73,3,,-9.1
2022-02-23,Binghamton,Vermont,49,66,-17,,10.9
2022-02-23,Boston University,Lafayette,76,60,16,,-8.9
2022-02-23,Chicago St.,Grand Canyon,64,85,-21,,12.6
2022-02-23,Clemson,Wake Forest,80,69,11,,1.5
2022-02-23,Colorado St.,Wyoming,61,55,6,,-4.5
2022-02-23,Dayton,Massachusetts,82,61,21,,-16.2
2022-02-23,Duquesne,Davidson,50,74,-24,,9.9
2022-02-23,East Carolina,South Florida,64,60,4,,-6.3
2022-02-23,East Tennessee St.,Chattanooga,77,83,-6,,0.9
2022-02-23,Fordham,La Salle,60,54,6,,-6.7
2022-02-23,Gardner Webb,UNC Asheville,60,59,1,,-7.8
2022-02-23,Georgia Southern,Louisiana Lafayette,69,82,-13,,-0.3
2022-02-23,Georgia St.,Louisiana Monroe,82,70,12,,-9.9
2022-02-23,Georgia Tech,Virginia Tech,58,62,-4,,5.1
2022-02-23,Hampton,Campbell,68,66,2,,5.4
2022-02-23,Hartford,UMBC,85,92,-7,,-1.6
2022-02-23,Holy Cross,Colgate,71,78,-7,,11.6
2022-02-23,Indiana St.,Northern Iowa,82,88,-6,,3.0
2022-02-23,Iowa St.,West Virginia,84,81,3,,-6.0
2022-02-23,Jacksonville,North Florida,71,39,32,,-6.4
2022-02-23,Jacksonville St.,Eastern Kentucky,81,68,13,,-11.3
2022-02-23,Kennesaw St.,Stetson,75,71,4,,-8.7
2022-02-23,Kentucky,LSU,71,66,5,,-9.5
2022-02-23,Lehigh,American,78,61,17,,-6.6
2022-02-23,Liberty,Florida Gulf Coast,72,82,-10,,-11.0
2022-02-23,Little Rock,Appalachian St.,66,78,-12,,6.6
2022-02-23,Longwood,Radford,71,66,5,,-10.9
2022-02-23,Loyola Chicago,Evansville,82,31,51,,-18.6
2022-02-23,Maine,Albany,68,72,-4,,4.8
2022-02-23,Mercer,The Citadel,67,71,-4,,-9.4
2022-02-23,Michigan,Rutgers,71,62,9,,-7.5
2022-02-23,Minnesota,Wisconsin,67,68,-1,,3.4
2022-02-23,Missouri St.,Bradley,83,67,16,,-5.3
2022-02-23,N.C. State,Boston CollegeNorth Carolina St.,61,69,-8,,-6.6
2022-02-23,NJIT,New Hampshire,55,83,-28,,1.1
2022-02-23,Navy,Loyola MD,52,50,2,,-8.1
2022-02-23,North Alabama,Central Arkansas,72,81,-9,,-3.6
2022-02-23,North Carolina A&T,High Point,58,78,-20,,-2.3
2022-02-23,Notre Dame,Syracuse,79,69,10,,-4.2
2022-02-23,Presbyterian,Charleston Southern,68,48,20,,-9.7
2022-02-23,Providence,Xavier,99,92,7,,-3.5
2022-02-23,SMU,Tulsa,75,61,14,,-11.8
2022-02-23,Samford,Furman,83,75,8,,5.4
2022-02-23,Seton Hall,Butler,66,60,6,,-9.8
2022-02-23,South Alabama,Texas St.,52,55,-3,,-2.5
2022-02-23,South Carolina,Mississippi St.,66,56,10,,2.2
2022-02-23,Southern Illinois,Illinois St.,90,69,21,,-6.4
2022-02-23,St. John's,Creighton,78,81,-3,,-4.7
2022-02-23,Texas,TCU,75,66,9,,-7.6
2022-02-23,Towson,James Madison,84,65,19,,-12.1
2022-02-23,Troy,UT Arlington,59,53,6,,-6.1
2022-02-23,Tulane,Houston,67,81,-14,,7.6
2022-02-23,UCF,Cincinnati,75,61,14,,-3.0
2022-02-23,UMass Lowell,Stony Brook,67,50,17,,-1.1
2022-02-23,UNC Greensboro,Western Carolina,73,64,9,,-10.1
2022-02-23,VCU,George Mason,72,66,6,,-7.3
2022-02-23,VMI,Wofford,72,83,-11,,-1.7
2022-02-23,Valparaiso,Drake,65,71,-6,,3.9
2022-02-23,Virginia,Duke,61,65,-4,,4.5
2022-02-23,Washington St.,Washington,78,70,8,,-11.5
2022-02-24,Abilene Christian,Lamar,77,42,35,,-17.0
2022-02-24,BYU,Loyola Marymount,79,59,20,,-12.3
2022-02-24,Cal St. Fullerton,UC Irvine,66,64,2,,-0.5
2022-02-24,Charlotte,FIU,64,55,9,,-7.0
2022-02-24,Colorado,Arizona St.,65,82,-17,,-4.7
2022-02-24,Delaware,College of Charleston,96,99,-3,,-6.0
2022-02-24,Detroit Mercy,Cleveland St.Detroit,74,67,7,,-0.6
2022-02-24,Dixie St.,Cal Baptist,61,71,-10,,0.3
2022-02-24,Drexel,UNC Wilmington,63,69,-6,,-7.7
2022-02-24,Eastern Illinois,Morehead St.,46,82,-36,,14.0
2022-02-24,Fairleigh Dickinson,Wagner,88,86,2,,12.0
2022-02-24,Georgetown,DePaul,65,68,-3,,1.4
2022-02-24,Hawaii,Cal Poly,63,54,9,,-12.0
2022-02-24,Hofstra,Elon,55,81,-26,,-15.9
2022-02-24,Houston Christian,Incarnate WordHouston Baptist,82,68,14,,-6.8
2022-02-24,IUPUI,Milwaukee,54,66,-12,,5.5
2022-02-24,Illinois,Ohio St.,83,86,-3,,-5.9
2022-02-24,Illinois Chicago,Green Bay,81,77,4,,-8.8
2022-02-24,Indiana,Maryland,74,64,10,,-8.7
2022-02-24,LIU Brooklyn,Merrimack,85,74,11,,
2022-02-24,Long Beach St.,UC San Diego,103,87,16,,-10.4
2022-02-24,McNeese St.,Texas A&M Corpus Chris,53,65,-12,,-2.3
