date,home_team,away_team,home_score,away_score,margin,neutral_site,closing_spread
2023-12-07,Eastern Illinois,IUPUI,75,58,17,,-6.3
2023-12-07,Iowa St.,Iowa,90,65,25,,-7.1
2023-12-07,North Alabama,Rust,109,65,44,,
2023-12-07,North Dakota St.,Portland,78,67,11,,-2.5
2023-12-07,UNC Greensboro,Eastern Kentucky,87,85,2,,-7.5
2023-12-07,Wright St.,Bethel (IN),81,62,19,,
2023-12-08,Boston College,Holy Cross,95,64,31,,-19.0
2023-12-08,Duquesne,Saint Peter's,68,59,9,,-15.9
2023-12-08,Eastern Michigan,Oakland,63,77,-14,,2.9
2023-12-08,Harvard,Army,70,64,6,,-13.5
2023-12-08,High Point,North Carolina A&T,75,62,13,,-23.7
2023-12-08,Jacksonville St.,Illinois Chicago,49,55,-6,,0.9
2023-12-08,Manhattan,Fairleigh Dickinson,71,76,-5,,-4.0
2023-12-08,Quinnipiac,Navy,71,68,3,,-8.0
2023-12-08,Rider,Stonehill,73,56,17,,-10.3
2023-12-08,Yale,Colby-Sawyer,95,36,59,,
2023-12-09,Air Force,Eastern Washington,68,73,-5,,-6.6
2023-12-09,Arizona,Wisconsin,98,73,25,,-7.2
2023-12-09,Arkansas St.,UAB,87,68,19,,1.6
2023-12-09,Austin Peay,Murray St.,53,49,4,,1.9
2023-12-09,Binghamton,Le Moyne,91,79,12,,-15.2
2023-12-09,Boise St.,Western Oregon,109,70,39,,
2023-12-09,Buffalo,Western Kentucky,65,82,-17,,4.9
2023-12-09,Butler,California,97,90,7,,-9.0
2023-12-09,Coastal Carolina,Wofford,80,88,-8,,-0.1
2023-12-09,Colorado St.,Saint Mary's,61,64,-3,,-3.2
2023-12-09,Connecticut,Arkansas Pine Bluff,101,63,38,,-35.6
2023-12-09,Creighton,Central Michigan,109,64,45,,-28.9
2023-12-09,Dartmouth,Marist,53,63,-10,,-1.8
2023-12-09,Davidson,Miami OH,79,61,18,,-8.9
2023-12-09,Dayton,Troy,82,70,12,,-11.9
2023-12-09,DePaul,Louisville,75,68,7,,-1.8
2023-12-09,Delaware St.,Longwood,61,62,-1,,4.9
2023-12-09,Duke,Charlotte,80,56,24,,-12.1
2023-12-09,East Carolina,South Carolina,62,68,-6,,2.6
2023-12-09,Florida A&M,LeMoyne-Owen,108,78,30,,
2023-12-09,Fresno St.,Pacific,89,56,33,,-12.0
2023-12-09,Furman,Bob Jones,100,58,42,,
2023-12-09,George Washington,Coppin St.,76,45,31,,-17.1
2023-12-09,Georgetown,Syracuse,68,80,-12,,-0.2
2023-12-09,Georgia Tech,Alabama A&M,70,49,21,,-20.1
2023-12-09,Green Bay,Western Illinois,59,68,-9,,-7.6
2023-12-09,Houston,Jackson St.,89,55,34,,-24.9
2023-12-09,Illinois St.,Norfolk St.,58,64,-6,,-4.0
2023-12-09,Incarnate Word,Northern Arizona,75,76,-1,,1.6
2023-12-09,Indiana,Auburn,76,104,-28,,4.5
2023-12-09,Indiana St.,Southern Indiana,98,54,44,,-24.6
2023-12-09,Kansas,Missouri,73,64,9,,-11.7
2023-12-09,Kent St.,Cleveland St.,83,77,6,,-10.9
2023-12-09,LSU,Kansas St.,60,75,-15,,-0.6
2023-12-09,Lafayette,La Salle,51,67,-16,,1.1
2023-12-09,Lehigh,Cairn,88,33,55,,
2023-12-09,Liberty,Grand Canyon,64,69,-5,,-4.0
2023-12-09,Lindenwood,UMKC,67,72,-5,,0.6
2023-12-09,Louisiana Tech,Louisiana Lafayette,72,67,5,,-8.3
2023-12-09,Loyola Chicago,Goshen,115,64,51,,
2023-12-09,Loyola MD,Mount St. Mary's,64,77,-13,,1.1
2023-12-09,Maine,Central Connecticut,69,56,13,,-8.5
2023-12-09,Marquette,Notre Dame,78,59,19,,-19.5
2023-12-09,Massachusetts,UMass Lowell,91,77,14,,-0.1
2023-12-09,Mercer,Georgia St.,64,60,4,,-0.3
2023-12-09,Merrimack,Felician,89,85,4,,
2023-12-09,Middle Tennessee,Belmont,65,75,-10,,-4.5
2023-12-09,Minnesota,Florida Gulf Coast,77,57,20,,-10.6
2023-12-09,Missouri St.,Sam Houston St.,69,60,9,,-5.3
2023-12-09,Monmouth,Northern Illinois,74,71,3,,1.5
2023-12-09,Montana,Montana Tech,88,67,21,,
2023-12-09,Morgan St.,Virginia-Lynchburg,120,50,70,,
2023-12-09,Nevada,Drake,53,72,-19,,-5.3
2023-12-09,Nicholls St.,Elizabeth City St.,84,70,14,,
2023-12-09,North Dakota,Portland,72,83,-11,,1.9
2023-12-09,North Florida,Georgia Southern,64,56,8,,-3.3
2023-12-09,Northern Kentucky,Akron,76,77,-1,,-0.6
2023-12-09,Ohio,Marshall,69,74,-5,,-7.9
2023-12-09,Oklahoma,Arkansas,79,70,9,,-1.3
2023-12-09,Old Dominion,James Madison,69,84,-15,,6.8
2023-12-09,Oral Roberts,Ozark Christian,110,51,59,,
2023-12-09,Oregon,UTEP,71,49,22,,-12.9
2023-12-09,Oregon St.,Utah Valley,74,71,3,,-4.1
2023-12-09,Penn,Kentucky,66,81,-15,,16.5
2023-12-09,Penn St.,Ohio St.,83,80,3,,5.8
2023-12-09,Pepperdine,UC San Diego,68,62,6,,-3.3
2023-12-09,Pittsburgh,Canisius,82,71,11,,-16.0
2023-12-09,Portland St.,George Fox,83,77,6,,
2023-12-09,Purdue,Alabama,92,86,6,,-5.7
2023-12-09,Purdue Fort Wayne,Southeast Missouri St.Fort Wayne,89,80,9,,-13.8
2023-12-09,Queens,CarolinaU,112,64,48,,
2023-12-09,Radford,North Carolina Central,82,74,8,,-13.1
2023-12-09,Richmond,Florida,76,87,-11,,7.9
2023-12-09,Sacramento St.,Cal St. Fullerton,60,62,-2,,3.6
2023-12-09,Sacred Heart,Fairfield,57,67,-10,,-4.6
2023-12-09,Saint Louis,Hofstra,71,68,3,,2.2
2023-12-09,San Diego,Arizona St.,89,84,5,,6.4
2023-12-09,San Diego St.,UC Irvine,63,62,1,,-9.1
2023-12-09,San Jose St.,New Orleans,87,82,5,,-11.5
2023-12-09,Santa Clara,New Mexico,76,93,-17,,10.2
2023-12-09,Seattle,Northwest (WA),101,46,55,,
2023-12-09,Seton Hall,Rutgers,63,70,-7,,-3.3
2023-12-09,South Alabama,Spring Hill,91,74,17,,
2023-12-09,South Carolina St.,Bethune Cookman,71,80,-9,,-5.1
2023-12-09,South Dakota,Cal St. Bakersfield,78,73,5,,0.7
2023-12-09,South Florida,Florida St.,88,72,16,,8.1
2023-12-09,Southern,Southeastern Louisiana,69,44,25,,-1.8
2023-12-09,Southern Miss,Northwestern St.,83,74,9,,-19.4
2023-12-09,Southern Utah,Idaho St.,82,74,8,,-3.8
2023-12-09,St. Bonaventure,Siena,89,56,33,,-20.8
2023-12-09,Stony Brook,Bryant,86,75,11,,-3.8
2023-12-09,TCU,Clemson,66,74,-8,,-0.3
2023-12-09,Tennessee,Illinois,86,79,7,,-6.9
2023-12-09,Texas,Houston Christian,77,50,27,,-30.4
2023-12-09,Texas A&M Corpus Chris,Nebraska Omaha,62,58,4,,-1.3
2023-12-09,Toledo,Northern Iowa,84,80,4,,-1.9
2023-12-09,Tulane,Mississippi St.,76,106,-30,,6.2
2023-12-09,UC Davis,Milwaukee,79,81,-2,,-7.9
2023-12-09,UC Santa Barbara,Bethesda (CA),126,76,50,,
2023-12-09,UMBC,Towson,73,89,-16,,4.1
2023-12-09,UNLV,Loyola Marymount,75,78,-3,,-2.1
2023-12-09,USC Upstate,Kennesaw St.,77,84,-7,,-1.2
2023-12-09,Utah,BYU,73,69,4,,0.2
2023-12-09,Utah St.,Northwest Nazarene,84,53,31,,
2023-12-09,Utah Tech,Idaho,62,63,-1,,-10.4
2023-12-09,VMI,American,69,77,-8,,6.9
2023-12-09,Vermont,Colgate,71,77,-6,,-3.7
2023-12-09,Villanova,UCLA,65,56,9,,-5.3
2023-12-09,Virginia Tech,Valparaiso,71,50,21,,-20.7
2023-12-09,Wake Forest,NJIT,83,59,24,,-22.9
2023-12-09,Washington,Gonzaga,78,73,5,,3.3
2023-12-09,Weber St.,Cal Poly,78,50,28,,-15.2
2023-12-09,West Virginia,Drexel,66,60,6,,-3.9
2023-12-09,Western Carolina,UNC Asheville,78,63,15,,-3.2
2023-12-09,Western Michigan,Youngstown St.,68,72,-4,,3.8
2023-12-09,Wichita St.,South Dakota St.,69,79,-10,,-4.1
2023-12-09,Wyoming,Stephen F. Austin,78,70,8,,1.2
2023-12-09,Xavier,Cincinnati,84,79,5,,-1.9
2023-12-10,Abilene Christian,Howard Payne,120,69,51,,
2023-12-10,Ball St.,SIU Edwardsville,83,71,12,,-0.5
2023-12-10,Bowling Green,Ohio Dominican,97,49,48,,
2023-12-10,Charleston,Rhode IslandCollege of,85,70,15,,-9.1
2023-12-10,Chattanooga,Tennessee Wesleyan,112,51,61,,
2023-12-10,Chicago St.,St. Thomas,50,66,-16,,1.9
2023-12-10,East Tennessee St.,Tennessee Tech,73,72,1,,-3.5
2023-12-10,Eastern Illinois,Central Arkansas,70,73,-3,,-6.3
2023-12-10,Eastern Kentucky,Bethany (WV),121,56,65,,
2023-12-10,Hawaii,Hawaii Pacific,78,53,25,,
2023-12-10,Iona,St. Francis PA,61,54,7,,-19.1
2023-12-10,Iowa,Michigan,80,90,-10,,-3.4
2023-12-10,Iowa St.,Prairie View A&M,107,56,51,,-23.4
2023-12-10,Lipscomb,Tennessee St.,78,71,7,,-6.9
2023-12-10,Little Rock,Winthrop,68,85,-17,,0.2
2023-12-10,Miami FL,Colorado,63,90,-27,,1.4
2023-12-10,Nebraska,Michigan St.,77,70,7,,-1.0
2023-12-10,Niagara,Buffalo St.,113,64,49,,
2023-12-10,North Alabama,Morehead St.,77,86,-9,,-3.7
2023-12-10,North Dakota St.,Oak Hills Christian,108,14,94,,
2023-12-10,North Texas,Fordham,59,60,-1,,-4.6
2023-12-10,Northwestern,Detroit,91,59,32,,-22.1
2023-12-10,Providence,Brown,74,54,20,,-15.0
2023-12-10,Saint Joseph's,Princeton,74,70,4,,-3.1
2023-12-10,St. John's,Boston College,80,86,-6,,-4.3
2023-12-10,Stetson,Johnson (FL),123,43,80,,
2023-12-10,Temple,Albany,78,73,5,,-6.8
2023-12-10,Tennessee Martin,Ecclesia,110,52,58,,
2023-12-10,Texas A&M,Memphis,75,81,-6,,-7.1
2023-12-10,Tulsa,Oklahoma St.,57,72,-15,,6.1
2023-12-10,UCF,Mississippi,68,70,-2,,-3.4
2023-12-10,UNC Greensboro,Elon,82,73,9,,-13.9
2023-12-10,UNC Wilmington,Montreat,119,50,69,,
2023-12-10,USC,Long Beach St.,79,84,-5,,-16.5
2023-12-10,UTSA,Ark.-Fort Smith,93,60,33,,
2023-12-10,VCU,Alcorn St.,86,58,28,,-15.6
2023-12-10,Wagner,Boston University,59,73,-14,,-5.9
2023-12-10,Washington St.,Grambling St.,83,65,18,,-19.1
2023-12-10,William & Mary,Virginia-Lynchburg,99,50,49,,
2023-12-11,Cal St. Northridge,Utah Tech,80,75,5,,-1.8
2023-12-11,East Texas A&M,Northern ColoradoTexas A&M Commerce,101,99,2,,-3.4
2023-12-11,Fairleigh Dickinson,Columbia,83,87,-4,,2.0
2023-12-11,Gardner Webb,North Greenville,79,60,19,,
2023-12-11,"Gonzaga -34.4, 89-54",Mississippi Valley St.Gonzaga,78,40,38,,
2023-12-11,Hampton,Mary Baldwin,100,53,47,,
2023-12-11,Longwood,Gallaudet,92,61,31,,
2023-12-11,New Hampshire,Stonehill,75,62,13,,-14.0
2023-12-11,Penn,Howard,78,68,10,,-3.7
2023-12-11,Quinnipiac,Yale,66,73,-7,,5.1
2023-12-11,Robert Morris,Delaware,69,73,-4,,5.4
2023-12-11,Samford,Alabama A&M,118,91,27,,-18.2
2023-12-11,San Francisco,New Orleans,85,72,13,,-13.4
2023-12-11,South Carolina St.,Jacksonville,86,85,1,,0.5
2023-12-11,Texas St.,Jarvis Christian,107,58,49,,
2023-12-12,Boise St.,Northwestern St.,95,54,41,,-24.5
2023-12-12,Campbell,Pfeiffer,88,59,29,,
2023-12-12,Cincinnati,Bryant,85,53,32,,-15.4
2023-12-12,Duke,Hofstra,89,68,21,,-11.5
2023-12-12,George Washington,Bowie St.,88,73,15,,
2023-12-12,Georgetown,Coppin St.,71,54,17,,-20.3
2023-12-12,Illinois Chicago,Green Bay,68,70,-2,,-12.4
2023-12-12,Lindenwood,Avila,81,64,17,,
2023-12-12,Louisiana Tech,Southeastern Louisiana,89,60,29,,-15.1
2023-12-12,Maryland,Alcorn St.,105,65,40,,-17.7
2023-12-12,Minnesota,IUPUI,101,65,36,,-20.7
2023-12-12,N.C. State,Tennessee MartinNorth Carolina St.,81,67,14,,-19.0
2023-12-12,New Mexico St.,Northern New Mexico,76,71,5,,
2023-12-12,North Carolina A&T,North Carolina Central,62,67,-5,,4.3
2023-12-12,North Dakota,Waldorf,87,36,51,,
2023-12-12,Northern Iowa,Prairie View A&M,74,55,19,,-13.6
2023-12-12,Oregon,Cal Baptist,76,55,21,,-14.4
2023-12-12,Radford,VMI,73,56,17,,-20.9
2023-12-12,Saint Peter's,UMBC,66,60,6,,-9.7
2023-12-12,Sam Houston St.,Louisiana Monroe,63,62,1,,-11.6
2023-12-12,Seton Hall,Monmouth,70,61,9,,-13.5
2023-12-12,South Florida,Arkansas Pine Bluff,104,86,18,,-16.4
2023-12-12,Southern,Champion Chris.,109,60,49,,
2023-12-12,Southern Illinois,Austin Peay,68,70,-2,,-12.0
2023-12-12,Tarleton St.,Sterling (KS),85,47,38,,
2023-12-12,Tennessee,Georgia Southern,74,56,18,,-28.2
2023-12-12,Tennessee Tech,Bethel (TN),81,74,7,,
2023-12-12,Texas Tech,Oral Roberts,82,76,6,,-14.3
2023-12-12,Troy,Southern-N.O.,110,63,47,,
2023-12-12,UMKC,Tabor,80,57,23,,
2023-12-12,UMass Lowell,LIU Brooklyn,78,65,13,,-22.6
2023-12-12,Wright St.,Western Kentucky,84,91,-7,,-8.9
2023-12-13,Alabama A&M,UAB,82,93,-11,,11.6
2023-12-13,BYU,Denver,90,74,16,,-23.8
2023-12-13,Charleston Southern,North Alabama,64,76,-12,,5.0
2023-12-13,Dartmouth,Boston University,63,56,7,,-6.9
2023-12-13,Eastern Washington,Portland Bible,103,34,69,,
2023-12-13,Florida Atlantic,FIU,94,60,34,,-23.0
2023-12-13,Howard,Regent,88,49,39,,
2023-12-13,LSU,Alabama St.,74,56,18,,-17.2
2023-12-13,Liberty,Tennessee St.,74,52,22,,-12.8
2023-12-13,Little Rock,UTSA,93,84,9,,-7.6
2023-12-13,Louisiana Lafayette,Eastern Kentucky,73,62,11,,
2023-12-13,Louisville,Arkansas St.,63,75,-12,,-3.9
2023-12-13,McNeese St.,Southern Miss,67,48,19,,-3.2
2023-12-13,Milwaukee,Longwood,67,80,-13,,0.5
2023-12-13,Mississippi St.,Murray St.,85,81,4,,-15.0
2023-12-13,Nevada,Weber St.,72,55,17,,-10.0
2023-12-13,Northwestern,Chicago St.,73,75,-2,,-21.1
2023-12-13,Presbyterian,Mid-Atlantic Christ.,118,51,67,,
2023-12-13,Princeton,Bryn Athyn,92,40,52,,
2023-12-13,Queens,Appalachian St.,81,93,-12,,5.2
2023-12-13,Rice,Incarnate Word,80,57,23,,-10.2
2023-12-13,San Francisco,Seattle,62,59,3,,-5.1
2023-12-13,Santa Clara,Utah St.,82,84,-2,,2.4
2023-12-13,Stony Brook,Norfolk St.,84,78,6,,-4.7
2023-12-13,Toledo,Marshall,88,87,1,,-5.9
2023-12-13,UNC Asheville,Auburn,62,87,-25,,16.0
2023-12-13,UNLV,Creighton,79,64,15,,10.2
2023-12-14,Campbell,Saint Augustine's,97,48,49,,
2023-12-14,Charleston,The CitadelCollege of,86,71,15,,-15.0
2023-12-14,Drake,Grambling St.,68,56,12,,-17.3
2023-12-14,Florida,East Carolina,70,65,5,,-13.3
2023-12-14,Jacksonville,Trinity Baptist,91,54,37,,
2023-12-14,Lamar,Louisiana Monroe,97,73,24,,-1.5
2023-12-14,Marquette,St. Thomas,84,79,5,,-20.4
2023-12-14,Morehead St.,St. Mary-Woods,102,33,69,,
2023-12-14,New Orleans,Birmingham-So.,91,51,40,,
2023-12-14,Northern Kentucky,Cumberlands (KY),94,59,35,,
2023-12-14,South Dakota St.,Mayville St.,94,62,32,,
2023-12-14,Tulane,Furman,117,110,7,,-5.8
2023-12-14,Wisconsin,Jacksonville St.,75,60,15,,-16.8
2023-12-14,Youngstown St.,Bethany (WV),107,70,37,,
2023-12-15,Bradley,Cleveland St.,69,76,-7,,-8.8
2023-12-15,Butler,Saginaw Valley,96,70,26,,
2023-12-15,Colorado,Northern Colorado,90,68,22,,-24.2
2023-12-15,East Tennessee St.,Tusculum,105,43,62,,
2023-12-15,Elon,Bridgewater VA,104,70,34,,
2023-12-15,Fresno St.,Cal St. Bakersfield,61,58,3,,-10.0
2023-12-15,Gonzaga,Connecticut,63,76,-13,,2.0
2023-12-15,New Mexico St.,New Mexico,72,73,-1,,14.3
2023-12-15,North Carolina Central,St. Andrews,102,50,52,,
2023-12-15,Sam Houston St.,Texas St.,60,73,-13,,-7.6
2023-12-15,San Diego,Portland St.,69,65,4,,-0.1
2023-12-15,St. Francis PA,Mount St. Mary's,65,72,-7,,9.4
2023-12-15,UT Rio Grande Valley,Texas A&M Corpus Chris,76,86,-10,,-2.8
2023-12-16,Alabama A&M,Chattanooga,72,88,-16,,6.1
2023-12-16,Arkansas,Lipscomb,69,66,3,,-13.6
2023-12-16,BYU,Georgia St.,86,54,32,,-20.7
2023-12-16,Bellarmine,Evansville,61,70,-9,,-5.7
2023-12-16,Bowling Green,UMKC,79,69,10,,-6.2
2023-12-16,Bucknell,Radford,63,70,-7,,6.3
2023-12-16,Creighton,Alabama,85,82,3,,-4.2
2023-12-16,Davidson,Lynchburg,98,63,35,,
2023-12-16,Dayton,Cincinnati,82,68,14,,2.4
2023-12-16,DePaul,Northwestern,46,56,-10,,6.9
2023-12-16,Drexel,Albany,71,52,19,,-12.3
2023-12-16,FIU,Trinity (FL),146,55,91,,
2023-12-16,Florida St.,SMU,57,68,-11,,-2.9
2023-12-16,Gardner Webb,Appalachian St.,59,80,-21,,7.0
2023-12-16,George Mason,Loyola MD,62,54,8,,-16.1
2023-12-16,Georgia,High Point,66,58,8,,-9.6
2023-12-16,Georgia Southern,UNC Wilmington,77,82,-5,,11.0
2023-12-16,Hampton,James Madison,71,88,-17,,15.3
2023-12-16,Hofstra,Norfolk St.,74,58,16,,-10.9
2023-12-16,Houston Christian,Champion Chris.,107,72,35,,
2023-12-16,Howard,Jackson St.,74,81,-7,,-1.8
2023-12-16,IU Indy,LindenwoodIUPUI,67,73,-6,,-1.6
2023-12-16,Illinois Chicago,Western Michigan,89,68,21,,-13.8
2023-12-16,Indiana,Kansas,71,75,-4,,4.1
2023-12-16,Indiana St.,Ball St.,83,72,11,,-15.0
2023-12-16,Iowa,Florida A&M,88,52,36,,-15.8
2023-12-16,Le Moyne,Dartmouth,80,54,26,,5.9
2023-12-16,Liberty,St. Andrews,99,26,73,,
2023-12-16,Marshall,UNC Greensboro,72,65,7,,2.0
2023-12-16,Memphis,Clemson,79,77,2,,-2.0
2023-12-16,Mercer,Florida Gulf Coast,70,65,5,,-1.8
2023-12-16,Miami FL,La Salle,84,77,7,,-16.6
2023-12-16,Michigan,Eastern Michigan,83,66,17,,-20.1
2023-12-16,Michigan St.,Baylor,88,64,24,,1.9
2023-12-16,Mississippi,California,88,78,10,,-4.7
2023-12-16,Monmouth,Rider,77,71,6,,-5.9
2023-12-16,Montana St.,Southwestern Assemblies,106,81,25,,
2023-12-16,Murray St.,Southeastern Louisiana,55,61,-6,,-12.2
2023-12-16,Niagara,NJIT,89,81,8,,-6.8
2023-12-16,North Carolina,Kentucky,83,87,-4,,-1.1
2023-12-16,North Florida,Trinity Baptist,113,72,41,,
2023-12-16,Northern Arizona,Southern Utah,76,74,2,,-5.5
2023-12-16,Northwestern St.,Rice,51,76,-25,,7.7
2023-12-16,Notre Dame,Georgetown,68,72,-4,,-1.5
2023-12-16,Oklahoma,Green Bay,81,47,34,,-21.0
2023-12-16,Pacific,UC Davis,61,82,-21,,5.5
2023-12-16,Penn St.,Georgia Tech,81,82,-1,,0.9
2023-12-16,Pittsburgh,South Carolina St.,86,50,36,,-25.4
2023-12-16,Portland,Grand Canyon,63,91,-28,,8.4
2023-12-16,Presbyterian,Kennesaw St.,84,94,-10,,2.1
2023-12-16,Providence,Sacred Heart,78,64,14,,-20.7
2023-12-16,Purdue,Arizona,92,84,8,,-2.8
2023-12-16,Purdue Fort Wayne,Bethune CookmanFort Wayne,86,63,23,,-10.5
2023-12-16,Rhode Island,Delaware,56,67,-11,,3.6
2023-12-16,Richmond,Charlotte,64,56,8,,-4.8
2023-12-16,Rutgers,LIU Brooklyn,83,61,22,,-23.0
2023-12-16,Saint Joseph's,Iona,83,58,25,,-7.2
2023-12-16,Saint Louis,Louisiana Tech,75,74,1,,3.0
2023-12-16,Samford,Belmont,99,93,6,,-5.0
2023-12-16,South Carolina,Charleston Southern,73,69,4,,-21.0
2023-12-16,South Florida,Loyola Chicago,77,64,13,,0.7
2023-12-16,St. Bonaventure,Florida Atlantic,54,64,-10,,9.0
2023-12-16,St. John's,Fordham,77,55,22,,-13.5
2023-12-16,TCU,Arizona St.,79,59,20,,-5.8
2023-12-16,Tennessee,North Carolina St.,79,70,9,,-7.1
2023-12-16,Tennessee St.,Boyce,117,59,58,,
2023-12-16,Tennessee Tech,North Alabama,70,67,3,,0.2
2023-12-16,Texas,LSU,96,85,11,,-6.7
2023-12-16,Texas A&M,Houston,66,70,-4,,6.8
2023-12-16,Texas Southern,North Carolina A&T,79,85,-6,,-13.8
2023-12-16,Towson,Bryant,93,101,-8,,0.1
2023-12-16,Tulane,Southern,105,81,24,,-14.0
2023-12-16,Tulsa,Missouri St.,73,72,1,,1.8
2023-12-16,UC Irvine,South Dakota,121,78,43,,-18.7
2023-12-16,UC Riverside,Cal Baptist,69,70,-1,,-0.2
2023-12-16,UC Santa Barbara,Loyola Marymount,68,59,9,,2.6
2023-12-16,UCLA,Ohio St.,60,67,-7,,2.2
2023-12-16,UMass Lowell,Central Connecticut,54,57,-3,,-14.7
2023-12-16,UNLV,Saint Mary's,67,69,-2,,6.2
2023-12-16,USC Upstate,Western Carolina,53,70,-17,,1.4
2023-12-16,UT Arlington,Air Force,76,73,3,,-0.5
2023-12-16,Utah,Utah Valley,76,62,14,,-17.0
2023-12-16,Utah St.,San Francisco,54,53,1,,-2.0
2023-12-16,Utah Tech,North Dakota,62,79,-17,,-5.8
2023-12-16,VCU,Temple,87,78,9,,-7.8
2023-12-16,Valparaiso,Chicago St.,62,63,-1,,-1.9
2023-12-16,Vanderbilt,Texas Tech,54,76,-22,,9.4
2023-12-16,Virginia,Northeastern,56,54,2,,-15.0
2023-12-16,Virginia Tech,Vermont,73,51,22,,-8.0
2023-12-16,Washington St.,Santa Clara,61,69,-8,,-8.0
2023-12-16,West Virginia,Massachusetts,79,87,-8,,-2.7
2023-12-16,Western Kentucky,Austin Peay,65,64,1,,-9.4
2023-12-16,Wichita St.,Southern Illinois,69,68,1,,-4.9
2023-12-16,Wyoming,Weber St.,71,84,-13,,-0.7
2023-12-16,Xavier,Winthrop,75,59,16,,-11.7
2023-12-17,Abilene Christian,UTEP,88,82,6,,-3.7
2023-12-17,Akron,Miami Hamilton,88,45,43,,
2023-12-17,Army,Stony Brook,74,78,-4,,5.2
2023-12-17,Auburn,USC,91,75,16,,-7.4
2023-12-17,Boise St.,Cal St. Fullerton,88,65,23,,-9.3
2023-12-17,Colorado St.,CSU Pueblo,86,54,32,,
2023-12-17,Eastern Illinois,Blackburn,87,66,21,,
2023-12-17,Eastern Kentucky,Northern Kentucky,75,85,-10,,-5.7
2023-12-17,Fairfield,Wagner,63,51,12,,-4.7
2023-12-17,Hawaii,Nevada,66,72,-6,,2.2
2023-12-17,Illinois,Colgate,74,57,17,,-11.9
2023-12-17,Illinois St.,North Dakota St.,75,65,10,,-1.3
2023-12-17,Iowa St.,Florida A&M,96,58,38,,-24.7
2023-12-17,Kansas St.,Nebraska,46,62,-16,,-2.4
2023-12-17,Longwood,VMI,68,49,19,,-19.1
2023-12-17,Louisville,Pepperdine,85,63,22,,-3.1
2023-12-17,McNeese St.,Louisiana Lafayette,74,72,2,,-5.3
2023-12-17,Navy,Washington Col.,91,33,58,,
2023-12-17,Nebraska Omaha,Stetson,88,80,8,,0.8
2023-12-17,North Carolina A&T,Jackson St.,60,68,-8,,13.4
2023-12-17,North Texas,Mississippi St.,54,72,-18,,5.2
2023-12-17,Northern Iowa,Alcorn St.,100,82,18,,-15.9
2023-12-17,Oklahoma St.,Oral Roberts,81,60,21,,-9.9
2023-12-17,Oregon St.,UTSA,66,65,1,,-9.3
2023-12-17,Robert Morris,Saint Vincent,95,46,49,,
2023-12-17,San Jose St.,Montana,75,86,-11,,-4.9
2023-12-17,Seattle,Washington,99,100,-1,,1.2
2023-12-17,Seton Hall,Missouri,93,87,6,,2.1
2023-12-17,Southeast Missouri St.,Lindsey Wilson,87,59,28,,
2023-12-17,St. Thomas,Crown MN,85,66,19,,
2023-12-17,Stanford,Idaho,82,64,18,,-20.0
2023-12-17,Stonehill,Hartford,71,44,27,,
2023-12-17,Syracuse,Oregon,83,63,20,,5.9
2023-12-17,Texas Southern,Howard,79,78,1,,1.8
2023-12-17,UAB,Montevallo,92,56,36,,
2023-12-17,Wofford,Ky. Christian,105,54,51,,
2023-12-18,Arkansas Pine Bluff,Ecclesia,125,75,50,,
2023-12-18,Cal Poly,Eastern Washington,53,62,-9,,6.9
2023-12-18,Campbell,Morgan St.,83,76,7,,-5.3
2023-12-18,Charleston,Coastal CarolinaCollege of,84,81,3,,-18.3
2023-12-18,Chicago St.,UT Rio Grande Valley,78,68,10,,-6.5
2023-12-18,Dartmouth,Thomas (ME),77,48,29,,
2023-12-18,Denver,Adams St.,89,83,6,,
2023-12-18,Drexel,Penn St.-Gr Allegheny,117,49,68,,
2023-12-18,Duquesne,Bradley,69,67,2,,-4.8
2023-12-18,East Texas A&M,Arlington BaptistTexas A&M Commerce,130,53,77,,
2023-12-18,Evansville,Tennessee Martin,98,91,7,,-5.3
2023-12-18,Fresno St.,Portland St.,72,75,-3,,-4.2
2023-12-18,Holy Cross,Quinnipiac,57,77,-20,,3.7
2023-12-18,Jacksonville,Louisiana Monroe,75,65,10,,-4.1
2023-12-18,Lamar,Southern Miss,79,82,-3,,1.9
2023-12-18,Le Moyne,Houghton,92,72,20,,
2023-12-18,Little Rock,Murray St.,80,66,14,,0.0
2023-12-18,Loyola Marymount,Detroit,76,56,20,,-15.4
2023-12-18,Marist,Maryland Eastern Shore,76,52,24,,-13.3
2023-12-18,Marshall,Bluefield Univ.,103,70,33,,
2023-12-18,Michigan St.,Oakland,79,62,17,,-14.4
2023-12-18,Norfolk St.,Southern Va.,108,52,56,,
2023-12-18,Northern Illinois,Calumet Col.,92,48,44,,
2023-12-18,Ohio,Defiance,108,28,80,,
2023-12-18,Pacific,Stanislaus St.,68,46,22,,
2023-12-18,Prairie View A&M,North American,92,61,31,,
2023-12-18,SIU Edwardsville,Cent. Christian Bib.,99,56,43,,
2023-12-18,Sacramento St.,UC San Diego,52,83,-31,,1.6
2023-12-18,Tarleton St.,Jacksonville St.,62,65,-3,,-4.6
2023-12-18,Texas A&M Corpus Chris,Texas Lutheran,102,50,52,,
2023-12-18,Texas St.,LeTourneau,110,68,42,,
2023-12-18,UCF,Maine,74,51,23,,-12.4
2023-12-18,UNC Asheville,South Carolina St.,79,75,4,,-13.2
2023-12-18,Wake Forest,Delaware St.,88,59,29,,-18.9
